child_id,synthetic_nik,synthetic_name,synthetic_parent_name,district_id,district_name,posyandu_name,age_months,gender,height_cm,weight_kg,z_haz_score,z_waz_score,nutrition_status,has_exclusive_breastfeeding,water_source_access
CHD-2026-00136,1271695738661616,Galang Siregar,Dewi Siregar,DIST-12,Medan Helvetia,Posyandu Melati 5,9,F,68.2,7.69,-1.04,-1.42,POTENTIAL_RISK,True,Sumur Terlindung
CHD-2026-00137,1271595851881672,Melati Tambunan,Galang Tambunan,DIST-03,Medan Marelan,Posyandu Melati 6,34,M,78.2,15.35,-3.53,-0.13,SEVERELY_STUNTED,False,Sumur Terlindung
CHD-2026-00138,1271239503606626,Fajar Pratama,Rafi Pratama,DIST-17,Medan Maimun,Posyandu Melati 3,51,M,95.0,18.88,-1.9,-0.79,POTENTIAL_RISK,False,PDAM
CHD-2026-00139,1271882664576962,Rafi Tarigan,Galang Tarigan,DIST-15,Medan Perjuangan,Posyandu Melati 7,29,F,86.4,12.15,0.35,-1.91,NORMAL,False,Sumur Terlindung
CHD-2026-00140,1271184457052548,Melati Pratama,Bayu Pratama,DIST-11,Medan Sunggal,Posyandu Melati 5,41,F,92.3,18.39,-0.48,1.04,NORMAL,False,PDAM
CHD-2026-00141,1271847958473317,Fajar Sitorus,Rizky Sitorus,DIST-20,Medan Petisah,Posyandu Melati 7,28,F,74.7,12.51,-3.3,-1.36,SEVERELY_STUNTED,False,PDAM
CHD-2026-00142,1271929301176381,Dewi Tarigan,Rian Tarigan,DIST-03,Medan Marelan,Posyandu Melati 2,58,M,99.5,20.11,-2.03,-1.27,STUNTED,False,Sumur Terlindung
CHD-2026-00143,1271564238693953,Galang Sitorus,Budi Sitorus,DIST-14,Medan Timur,Posyandu Melati 8,19,F,76.0,9.61,-0.78,-1.94,NORMAL,True,PDAM
CHD-2026-00144,1271226323519843,Fajar Siregar,Dewi Siregar,DIST-05,Medan Tembung,Posyandu Melati 6,59,M,101.4,19.78,-1.63,-1.79,POTENTIAL_RISK,False,Air Sungai / Tak Terlindung
CHD-2026-00145,1271292701283962,Fajar Tambunan,Rian Tambunan,DIST-20,Medan Petisah,Posyandu Melati 8,59,M,103.8,21.49,-0.84,-0.24,NORMAL,False,PDAM
CHD-2026-00146,1271468889398355,Nurul Ginting,Melati Ginting,DIST-12,Medan Helvetia,Posyandu Melati 5,20,M,80.2,12.46,0.39,0.41,NORMAL,False,Air Sungai / Tak Terlindung
CHD-2026-00147,1271665841065616,Lestari Pangaribuan,Aditya Pangaribuan,DIST-07,Medan Amplas,Posyandu Melati 7,55,F,103.3,18.71,-0.06,-1.85,NORMAL,False,Air Sungai / Tak Terlindung
CHD-2026-00148,1271167723248873,Melati Nasution,Kevin Nasution,DIST-07,Medan Amplas,Posyandu Melati 2,29,M,82.8,16.11,-0.83,1.69,NORMAL,False,PDAM
CHD-2026-00149,1271289714158167,Kevin Ginting,Galang Ginting,DIST-06,Medan Denai,Posyandu Melati 8,11,M,73.5,8.11,0.25,-1.5,NORMAL,False,Air Sungai / Tak Terlindung
CHD-2026-00150,1271573472317326,Aisyah Sinaga,Galang Sinaga,DIST-14,Medan Timur,Posyandu Melati 4,11,F,76.1,8.42,1.13,-1.21,NORMAL,True,PDAM
CHD-2026-00151,1271271401635700,Bayu Simanjuntak,Fajar Simanjuntak,DIST-04,Medan Deli,Posyandu Melati 3,59,F,100.7,22.13,-1.86,0.34,POTENTIAL_RISK,False,Sumur Terlindung
CHD-2026-00152,1271201199275193,Rafi Tambunan,Budi Tambunan,DIST-16,Medan Kota,Posyandu Melati 7,19,M,72.2,8.86,-2.02,-2.63,STUNTED,True,Sumur Terlindung
CHD-2026-00153,1271405402188489,Dewi Siregar,Aisyah Siregar,DIST-08,Medan Johor,Posyandu Melati 8,10,M,73.7,8.9,0.57,-0.54,NORMAL,True,Sumur Terlindung
CHD-2026-00154,1271475500891025,Nurul Hutapea,Fajar Hutapea,DIST-19,Medan Baru,Posyandu Melati 4,45,F,95.8,17.37,-0.23,-0.8,NORMAL,False,Sumur Terlindung
CHD-2026-00155,1271186516139914,Rizky Tarigan,Lestari Tarigan,DIST-06,Medan Denai,Posyandu Melati 7,38,M,88.0,14.83,-1.21,-1.51,POTENTIAL_RISK,False,Air Sungai / Tak Terlindung
CHD-2026-00156,1271124744402106,Rian Sitorus,Kevin Sitorus,DIST-02,Medan Labuhan,Posyandu Melati 2,28,M,78.9,12.14,-1.9,-1.69,POTENTIAL_RISK,False,Sumur Terlindung
CHD-2026-00157,1271794549923868,Fajar Pratama,Lestari Pratama,DIST-11,Medan Sunggal,Posyandu Melati 8,59,F,103.1,20.07,-1.05,-1.53,POTENTIAL_RISK,False,Sumur Terlindung
CHD-2026-00158,1271144076964302,Rizky Hutapea,Rafi Hutapea,DIST-05,Medan Tembung,Posyandu Melati 1,8,M,66.1,4.95,-1.51,-3.68,POTENTIAL_RISK,False,Air Sungai / Tak Terlindung
CHD-2026-00159,1271703656181599,Rian Sembiring,Zahra Sembiring,DIST-17,Medan Maimun,Posyandu Melati 5,54,M,102.9,20.07,0.05,-0.39,NORMAL,False,PDAM
CHD-2026-00160,1271575581767553,Bayu Harahap,Siti Harahap,DIST-02,Medan Labuhan,Posyandu Melati 7,53,F,98.3,19.13,-1.27,-1.02,POTENTIAL_RISK,False,PDAM
CHD-2026-00161,1271579360209507,Tiara Hutapea,Tiara Hutapea,DIST-06,Medan Denai,Posyandu Melati 7,23,M,79.3,10.77,-0.61,-1.8,NORMAL,True,Sumur Terlindung
CHD-2026-00162,1271231839586372,Zahra Harahap,Bayu Harahap,DIST-06,Medan Denai,Posyandu Melati 5,48,F,93.9,18.52,-1.55,-0.44,POTENTIAL_RISK,False,Sumur Terlindung
CHD-2026-00163,1271545688491693,Putri Hutapea,Rafi Hutapea,DIST-14,Medan Timur,Posyandu Melati 7,52,F,100.0,21.59,-0.48,1.44,NORMAL,False,PDAM
CHD-2026-00164,1271566380093621,Rizky Pangaribuan,Rian Pangaribuan,DIST-02,Medan Labuhan,Posyandu Melati 8,7,M,72.1,8.47,0.72,-0.26,NORMAL,True,PDAM
CHD-2026-00165,1271821339583513,Lestari Sitorus,Rian Sitorus,DIST-08,Medan Johor,Posyandu Melati 6,49,F,95.1,17.94,-1.41,-1.19,POTENTIAL_RISK,False,PDAM
CHD-2026-00166,1271565173686150,Aditya Nasution,Galang Nasution,DIST-03,Medan Marelan,Posyandu Melati 4,47,F,91.5,17.92,-2.14,-0.76,STUNTED,False,Air Sungai / Tak Terlindung
CHD-2026-00167,1271596889562929,Putri Ginting,Galang Ginting,DIST-01,Medan Belawan,Posyandu Melati 8,22,F,67.0,10.42,-4.47,-1.89,SEVERELY_STUNTED,True,Air Sungai / Tak Terlindung
CHD-2026-00168,1271279942532213,Tiara Lubis,Siti Lubis,DIST-10,Medan Selayang,Posyandu Melati 8,34,M,86.4,13.13,-0.81,-2.15,NORMAL,False,Air Sungai / Tak Terlindung
CHD-2026-00169,1271806685075757,Lestari Hutapea,Rizky Hutapea,DIST-11,Medan Sunggal,Posyandu Melati 3,25,M,83.6,11.2,0.36,-1.86,NORMAL,False,Sumur Terlindung
CHD-2026-00170,1271273482359094,Nurul Siregar,Dimas Siregar,DIST-17,Medan Maimun,Posyandu Melati 6,7,F,68.6,11.19,-0.44,2.22,NORMAL,False,Air Sungai / Tak Terlindung
CHD-2026-00171,1271184243147523,Fajar Tambunan,Rizky Tambunan,DIST-18,Medan Polonia,Posyandu Melati 7,51,F,93.8,19.07,-2.3,-0.62,STUNTED,False,Sumur Terlindung
CHD-2026-00172,1271921777678372,Rizky Nasution,Bayu Nasution,DIST-19,Medan Baru,Posyandu Melati 3,35,F,86.9,14.58,-0.85,-1.07,NORMAL,False,Air Sungai / Tak Terlindung
CHD-2026-00173,1271656272901907,Aditya Nasution,Fajar Nasution,DIST-18,Medan Polonia,Posyandu Melati 3,59,M,107.7,22.57,0.47,0.75,NORMAL,False,PDAM
CHD-2026-00174,1271546441035653,Bayu Pasaribu,Nurul Pasaribu,DIST-06,Medan Denai,Posyandu Melati 4,11,F,72.6,7.77,-0.03,-1.8,NORMAL,False,PDAM
CHD-2026-00175,1271747721243762,Melati Tarigan,Rizky Tarigan,DIST-10,Medan Selayang,Posyandu Melati 3,43,M,102.3,15.09,2.39,-2.42,NORMAL,False,Sumur Terlindung
CHD-2026-00176,1271159653221464,Bayu Sembiring,Aditya Sembiring,DIST-20,Medan Petisah,Posyandu Melati 5,11,M,67.8,9.43,-1.64,-0.29,POTENTIAL_RISK,True,Sumur Terlindung
CHD-2026-00177,1271737576299938,Melati Pangaribuan,Budi Pangaribuan,DIST-14,Medan Timur,Posyandu Melati 8,24,F,80.0,12.72,-0.62,-0.25,NORMAL,True,Air Sungai / Tak Terlindung
CHD-2026-00178,1271981628233589,Dewi Ginting,Rizky Ginting,DIST-13,Medan Barat,Posyandu Melati 8,34,F,92.4,14.6,1.21,-0.82,NORMAL,False,Sumur Terlindung
CHD-2026-00179,1271508698646658,Melati Nasution,Bayu Nasution,DIST-11,Medan Sunggal,Posyandu Melati 6,31,M,85.4,13.35,-0.44,-1.27,NORMAL,False,Sumur Terlindung
CHD-2026-00180,1271253804648366,Bayu Lubis,Rafi Lubis,DIST-04,Medan Deli,Posyandu Melati 2,21,M,78.5,10.57,-0.39,-1.53,NORMAL,True,PDAM
CHD-2026-00181,1271309529936364,Melati Sinaga,Nurul Sinaga,DIST-13,Medan Barat,Posyandu Melati 4,42,F,91.4,17.4,-1.0,-0.09,POTENTIAL_RISK,False,Sumur Terlindung
CHD-2026-00182,1271496215301379,Galang Ginting,Tiara Ginting,DIST-16,Medan Kota,Posyandu Melati 8,11,F,74.8,6.51,0.71,-2.95,NORMAL,True,PDAM
CHD-2026-00183,1271737265438710,Aisyah Pratama,Dewi Pratama,DIST-12,Medan Helvetia,Posyandu Melati 2,24,M,81.0,11.87,-0.25,-1.03,NORMAL,False,PDAM
CHD-2026-00184,1271561474407563,Lestari Simanjuntak,Rian Simanjuntak,DIST-09,Medan Tuntungan,Posyandu Melati 6,9,M,72.8,8.23,0.51,-0.93,NORMAL,False,PDAM
CHD-2026-00185,1271459654012946,Rafi Simanjuntak,Zahra Simanjuntak,DIST-17,Medan Maimun,Posyandu Melati 7,14,M,77.1,8.79,0.77,-1.56,NORMAL,False,Sumur Terlindung
CHD-2026-00186,1271357317289341,Zahra Sitorus,Fajar Sitorus,DIST-11,Medan Sunggal,Posyandu Melati 1,31,M,77.2,15.33,-3.17,0.53,SEVERELY_STUNTED,False,PDAM
CHD-2026-00187,1271297357109446,Tiara Tarigan,Rafi Tarigan,DIST-11,Medan Sunggal,Posyandu Melati 6,14,F,70.1,7.92,-1.55,-2.35,POTENTIAL_RISK,True,PDAM
CHD-2026-00188,1271749685249351,Dewi Tambunan,Bayu Tambunan,DIST-20,Medan Petisah,Posyandu Melati 5,40,F,91.8,16.19,-0.42,-0.74,NORMAL,False,Sumur Terlindung
CHD-2026-00189,1271637120566040,Lestari Sitorus,Siti Sitorus,DIST-01,Medan Belawan,Posyandu Melati 8,56,M,103.3,20.54,-0.31,-0.42,NORMAL,False,PDAM
CHD-2026-00190,1271167118688871,Aditya Tambunan,Nurul Tambunan,DIST-21,Medan Area,Posyandu Melati 3,16,F,74.3,9.06,-0.62,-1.77,NORMAL,True,PDAM
CHD-2026-00191,1271505391223481,Dimas Pratama,Rafi Pratama,DIST-04,Medan Deli,Posyandu Melati 7,32,M,85.2,13.9,-0.75,-1.0,NORMAL,False,Sumur Terlindung
CHD-2026-00192,1271276438784397,Tiara Sembiring,Aisyah Sembiring,DIST-20,Medan Petisah,Posyandu Melati 8,41,F,94.4,15.68,0.23,-1.43,NORMAL,False,Sumur Terlindung
CHD-2026-00193,1271536728086804,Putri Ginting,Zahra Ginting,DIST-11,Medan Sunggal,Posyandu Melati 8,49,F,96.2,19.18,-1.04,-0.07,POTENTIAL_RISK,False,PDAM
CHD-2026-00194,1271384120715735,Kevin Tarigan,Dewi Tarigan,DIST-08,Medan Johor,Posyandu Melati 8,51,M,103.5,20.28,0.93,0.48,NORMAL,False,PDAM
CHD-2026-00195,1271462277949899,Zahra Pasaribu,Kevin Pasaribu,DIST-12,Medan Helvetia,Posyandu Melati 6,30,F,84.3,13.11,-0.58,-1.27,NORMAL,False,Air Sungai / Tak Terlindung
CHD-2026-00196,1271204631888247,Dewi Pratama,Dewi Pratama,DIST-05,Medan Tembung,Posyandu Melati 8,47,F,96.7,16.4,-0.4,-2.14,NORMAL,False,PDAM
CHD-2026-00197,1271993848153249,Kevin Pasaribu,Zahra Pasaribu,DIST-18,Medan Polonia,Posyandu Melati 4,12,M,69.3,11.31,-1.37,1.19,POTENTIAL_RISK,True,Sumur Terlindung
CHD-2026-00198,1271162050657771,Nurul Pangaribuan,Nurul Pangaribuan,DIST-17,Medan Maimun,Posyandu Melati 2,27,F,83.1,12.43,-0.28,-1.2,NORMAL,False,Sumur Terlindung
CHD-2026-00199,1271627846078793,Budi Tarigan,Putri Tarigan,DIST-05,Medan Tembung,Posyandu Melati 5,36,M,90.5,16.5,0.1,0.45,NORMAL,False,PDAM
CHD-2026-00200,1271937020224804,Aisyah Pasaribu,Rizky Pasaribu,DIST-21,Medan Area,Posyandu Melati 3,40,M,89.2,15.61,-1.25,-1.27,POTENTIAL_RISK,False,Sumur Terlindung
CHD-2026-00201,1271732953615742,Aisyah Sembiring,Rian Sembiring,DIST-06,Medan Denai,Posyandu Melati 5,8,M,65.9,9.04,-1.57,0.04,POTENTIAL_RISK,True,Air Sungai / Tak Terlindung
CHD-2026-00202,1271776179043198,Dewi Ginting,Zahra Ginting,DIST-11,Medan Sunggal,Posyandu Melati 5,38,F,93.3,17.48,0.57,0.89,NORMAL,False,PDAM
CHD-2026-00203,1271923697614050,Bayu Nasution,Rafi Nasution,DIST-04,Medan Deli,Posyandu Melati 5,6,F,69.5,5.25,0.1,-2.96,NORMAL,True,PDAM
CHD-2026-00204,1271754438562421,Rian Sembiring,Anisa Sembiring,DIST-21,Medan Area,Posyandu Melati 3,31,M,85.5,12.6,-0.41,-1.96,NORMAL,False,Air Sungai / Tak Terlindung
CHD-2026-00205,1271103734537284,Bayu Pasaribu,Nurul Pasaribu,DIST-16,Medan Kota,Posyandu Melati 5,21,F,76.4,11.86,-1.09,-0.35,POTENTIAL_RISK,False,PDAM
CHD-2026-00206,1271983477812017,Budi Harahap,Lestari Harahap,DIST-19,Medan Baru,Posyandu Melati 8,48,M,100.4,17.48,0.6,-1.38,NORMAL,False,PDAM
CHD-2026-00207,1271982231195833,Galang Pasaribu,Dewi Pasaribu,DIST-13,Medan Barat,Posyandu Melati 4,29,M,75.3,13.71,-3.34,-0.49,SEVERELY_STUNTED,False,Air Sungai / Tak Terlindung
CHD-2026-00208,1271575360459998,Fajar Ginting,Melati Ginting,DIST-16,Medan Kota,Posyandu Melati 4,36,M,98.0,15.16,2.59,-0.76,NORMAL,False,Sumur Terlindung
CHD-2026-00209,1271778379526927,Rizky Tarigan,Rafi Tarigan,DIST-20,Medan Petisah,Posyandu Melati 1,10,M,70.9,11.12,-0.38,1.47,NORMAL,True,Sumur Terlindung
CHD-2026-00210,1271662218864365,Putri Sitorus,Galang Sitorus,DIST-05,Medan Tembung,Posyandu Melati 2,51,F,100.2,18.97,-0.18,-0.71,NORMAL,False,Air Sungai / Tak Terlindung
CHD-2026-00211,1271755356048484,Aisyah Ginting,Fajar Ginting,DIST-15,Medan Perjuangan,Posyandu Melati 8,42,M,93.6,16.86,-0.26,-0.58,NORMAL,False,Sumur Terlindung
CHD-2026-00212,1271108820324570,Budi Sinaga,Kevin Sinaga,DIST-10,Medan Selayang,Posyandu Melati 1,43,M,89.8,15.6,-1.78,-1.95,POTENTIAL_RISK,False,Sumur Terlindung
CHD-2026-00213,1271701332765703,Zahra Pratama,Rizky Pratama,DIST-03,Medan Marelan,Posyandu Melati 3,32,M,91.1,14.05,1.23,-0.86,NORMAL,False,Sumur Terlindung
CHD-2026-00214,1271674958337154,Anisa Sitorus,Rian Sitorus,DIST-21,Medan Area,Posyandu Melati 6,11,M,70.8,8.76,-0.62,-0.9,NORMAL,True,PDAM
CHD-2026-00215,1271389753731056,Rian Tarigan,Fajar Tarigan,DIST-18,Medan Polonia,Posyandu Melati 5,54,M,104.3,23.04,0.49,2.31,NORMAL,False,Sumur Terlindung
CHD-2026-00216,1271393595358546,Anisa Tarigan,Rian Tarigan,DIST-18,Medan Polonia,Posyandu Melati 5,28,M,85.2,12.79,0.19,-1.1,NORMAL,False,PDAM
CHD-2026-00217,1271889032651256,Aisyah Simanjuntak,Anisa Simanjuntak,DIST-04,Medan Deli,Posyandu Melati 2,21,M,76.0,12.24,-1.24,-0.01,POTENTIAL_RISK,True,Sumur Terlindung
CHD-2026-00218,1271418765131724,Melati Pangaribuan,Aisyah Pangaribuan,DIST-15,Medan Perjuangan,Posyandu Melati 4,31,F,82.3,14.84,-1.46,0.08,POTENTIAL_RISK,False,Sumur Terlindung
CHD-2026-00219,1271399554136224,Fajar Tarigan,Dewi Tarigan,DIST-02,Medan Labuhan,Posyandu Melati 4,42,F,82.8,15.82,-3.88,-1.53,SEVERELY_STUNTED,False,PDAM
CHD-2026-00220,1271483885191998,Galang Lubis,Anisa Lubis,DIST-05,Medan Tembung,Posyandu Melati 7,41,M,93.3,17.73,-0.14,0.44,NORMAL,False,Sumur Terlindung
CHD-2026-00221,1271774342177821,Lestari Pangaribuan,Rian Pangaribuan,DIST-02,Medan Labuhan,Posyandu Melati 5,32,M,81.0,11.79,-2.12,-2.92,STUNTED,False,PDAM
CHD-2026-00222,1271489991973365,Tiara Lubis,Nurul Lubis,DIST-18,Medan Polonia,Posyandu Melati 1,57,F,102.7,19.4,-0.72,-1.69,NORMAL,False,Sumur Terlindung
CHD-2026-00223,1271593546555177,Zahra Tarigan,Fajar Tarigan,DIST-14,Medan Timur,Posyandu Melati 2,19,F,75.6,10.88,-0.89,-0.79,NORMAL,False,Air Sungai / Tak Terlindung
CHD-2026-00224,1271163815027179,Zahra Hutapea,Dimas Hutapea,DIST-03,Medan Marelan,Posyandu Melati 2,49,M,91.8,19.05,-2.51,-0.19,STUNTED,False,PDAM
CHD-2026-00225,1271364491385967,Zahra Lubis,Tiara Lubis,DIST-19,Medan Baru,Posyandu Melati 4,6,M,67.5,9.35,-0.56,0.77,NORMAL,True,Sumur Terlindung
CHD-2026-00226,1271365158984921,Nurul Hutapea,Melati Hutapea,DIST-16,Medan Kota,Posyandu Melati 5,41,F,85.8,15.44,-2.65,-1.65,STUNTED,False,PDAM
CHD-2026-00227,1271566377279147,Lestari Harahap,Kevin Harahap,DIST-18,Medan Polonia,Posyandu Melati 8,35,M,90.0,14.29,0.18,-1.33,NORMAL,False,Sumur Terlindung
CHD-2026-00228,1271621479364625,Dimas Sitorus,Bayu Sitorus,DIST-11,Medan Sunggal,Posyandu Melati 1,53,M,99.8,19.57,-0.76,-0.62,NORMAL,False,PDAM
CHD-2026-00229,1271472598144214,Aditya Hutapea,Anisa Hutapea,DIST-19,Medan Baru,Posyandu Melati 7,27,M,83.3,12.49,-0.19,-1.15,NORMAL,False,Sumur Terlindung
CHD-2026-00230,1271429004419005,Tiara Tarigan,Bayu Tarigan,DIST-08,Medan Johor,Posyandu Melati 8,52,F,100.3,18.43,-0.35,-1.43,NORMAL,False,PDAM
CHD-2026-00231,1271722929889882,Putri Nasution,Zahra Nasution,DIST-12,Medan Helvetia,Posyandu Melati 1,47,M,98.2,17.8,0.11,-0.86,NORMAL,False,Air Sungai / Tak Terlindung
CHD-2026-00232,1271622441704791,Aisyah Simanjuntak,Budi Simanjuntak,DIST-03,Medan Marelan,Posyandu Melati 1,10,M,69.6,11.41,-0.79,1.74,NORMAL,True,Sumur Terlindung
CHD-2026-00233,1271717913098993,Aisyah Tambunan,Melati Tambunan,DIST-12,Medan Helvetia,Posyandu Melati 7,7,M,64.0,9.61,-1.97,0.78,POTENTIAL_RISK,True,PDAM
CHD-2026-00234,1271749526578054,Zahra Harahap,Budi Harahap,DIST-09,Medan Tuntungan,Posyandu Melati 2,57,M,93.8,18.04,-3.7,-2.92,SEVERELY_STUNTED,False,Air Sungai / Tak Terlindung
CHD-2026-00235,1271896520295135,Fajar Lubis,Dimas Lubis,DIST-17,Medan Maimun,Posyandu Melati 5,58,F,99.0,19.19,-2.2,-2.1,STUNTED,False,Sumur Terlindung
CHD-2026-00236,1271823550214700,Lestari Sinaga,Rafi Sinaga,DIST-03,Medan Marelan,Posyandu Melati 1,25,M,80.3,12.43,-0.74,-0.75,NORMAL,False,PDAM
CHD-2026-00237,1271177676781154,Rian Tarigan,Tiara Tarigan,DIST-13,Medan Barat,Posyandu Melati 2,50,M,97.2,18.56,-0.93,-0.85,NORMAL,False,Sumur Terlindung
CHD-2026-00238,1271771446184764,Bayu Tambunan,Siti Tambunan,DIST-14,Medan Timur,Posyandu Melati 5,19,F,78.0,11.89,-0.1,0.12,NORMAL,True,Air Sungai / Tak Terlindung
CHD-2026-00239,1271329917376152,Zahra Tambunan,Aisyah Tambunan,DIST-09,Medan Tuntungan,Posyandu Melati 3,7,M,63.5,7.6,-2.15,-1.05,STUNTED,False,Air Sungai / Tak Terlindung
CHD-2026-00240,1271829751947375,Putri Tambunan,Nurul Tambunan,DIST-10,Medan Selayang,Posyandu Melati 7,49,F,97.7,19.29,-0.53,0.04,NORMAL,False,Sumur Terlindung
CHD-2026-00241,1271162024308161,Rizky Tarigan,Lestari Tarigan,DIST-05,Medan Tembung,Posyandu Melati 6,20,M,73.7,10.85,-1.77,-1.05,POTENTIAL_RISK,False,Air Sungai / Tak Terlindung
CHD-2026-00242,1271676144354737,Budi Pangaribuan,Kevin Pangaribuan,DIST-11,Medan Sunggal,Posyandu Melati 7,28,F,83.0,12.47,-0.54,-1.39,NORMAL,False,PDAM
CHD-2026-00243,1271479368215037,Rian Siregar,Melati Siregar,DIST-19,Medan Baru,Posyandu Melati 2,51,M,97.0,19.42,-1.22,-0.3,POTENTIAL_RISK,False,PDAM
CHD-2026-00244,1271504782212745,Fajar Hutapea,Rian Hutapea,DIST-13,Medan Barat,Posyandu Melati 5,11,M,70.4,9.59,-0.78,-0.14,NORMAL,False,PDAM
CHD-2026-00245,1271335519148353,Siti Nasution,Rizky Nasution,DIST-09,Medan Tuntungan,Posyandu Melati 2,41,F,88.2,16.11,-1.83,-1.04,POTENTIAL_RISK,False,PDAM
CHD-2026-00246,1271869225436315,Zahra Siregar,Melati Siregar,DIST-12,Medan Helvetia,Posyandu Melati 5,30,M,83.2,14.67,-0.94,0.15,NORMAL,False,Sumur Terlindung
CHD-2026-00247,1271836464173778,Zahra Pasaribu,Nurul Pasaribu,DIST-03,Medan Marelan,Posyandu Melati 3,49,F,93.1,18.36,-2.07,-0.81,STUNTED,False,PDAM
CHD-2026-00248,1271182753298121,Kevin Ginting,Fajar Ginting,DIST-10,Medan Selayang,Posyandu Melati 5,23,F,80.6,14.19,-0.16,1.31,NORMAL,False,Sumur Terlindung
CHD-2026-00249,1271867466244203,Kevin Lubis,Tiara Lubis,DIST-12,Medan Helvetia,Posyandu Melati 3,35,M,84.0,14.15,-1.85,-1.45,POTENTIAL_RISK,False,PDAM
CHD-2026-00250,1271589431356399,Bayu Sembiring,Melati Sembiring,DIST-13,Medan Barat,Posyandu Melati 7,34,F,83.6,12.74,-1.72,-2.51,POTENTIAL_RISK,False,Air Sungai / Tak Terlindung
CHD-2026-00251,1271517325124290,Melati Nasution,Dewi Nasution,DIST-21,Medan Area,Posyandu Melati 3,36,F,94.2,13.63,1.32,-2.16,NORMAL,False,Air Sungai / Tak Terlindung
CHD-2026-00252,1271839199594971,Dewi Hutapea,Tiara Hutapea,DIST-11,Medan Sunggal,Posyandu Melati 5,26,F,78.6,14.39,-1.52,0.81,POTENTIAL_RISK,False,Air Sungai / Tak Terlindung
CHD-2026-00253,1271357209959939,Lestari Siregar,Aditya Siregar,DIST-13,Medan Barat,Posyandu Melati 8,17,M,68.9,11.4,-2.68,0.14,STUNTED,True,Sumur Terlindung
CHD-2026-00254,1271966235573280,Rizky Sembiring,Anisa Sembiring,DIST-10,Medan Selayang,Posyandu Melati 4,46,F,90.9,19.46,-2.1,0.87,STUNTED,False,PDAM
CHD-2026-00255,1271195708808851,Anisa Simanjuntak,Rian Simanjuntak,DIST-05,Medan Tembung,Posyandu Melati 7,43,F,84.9,14.6,-3.4,-2.86,SEVERELY_STUNTED,False,Sumur Terlindung
CHD-2026-00256,1271239063065067,Zahra Tambunan,Rizky Tambunan,DIST-12,Medan Helvetia,Posyandu Melati 3,48,F,94.7,19.36,-1.31,0.32,POTENTIAL_RISK,False,Sumur Terlindung
CHD-2026-00257,1271529349088052,Aditya Pangaribuan,Rian Pangaribuan,DIST-02,Medan Labuhan,Posyandu Melati 2,12,M,69.8,8.19,-1.21,-1.64,POTENTIAL_RISK,False,PDAM
CHD-2026-00258,1271385674327129,Zahra Tambunan,Aditya Tambunan,DIST-17,Medan Maimun,Posyandu Melati 3,31,F,89.2,16.44,0.82,1.53,NORMAL,False,PDAM
CHD-2026-00259,1271631900252901,Tiara Siregar,Dewi Siregar,DIST-01,Medan Belawan,Posyandu Melati 6,59,M,104.8,19.47,-0.49,-2.07,NORMAL,False,PDAM
CHD-2026-00260,1271545992922599,Dimas Tarigan,Tiara Tarigan,DIST-15,Medan Perjuangan,Posyandu Melati 6,34,F,85.0,13.02,-1.27,-2.26,POTENTIAL_RISK,False,PDAM
CHD-2026-00261,1271922146753692,Siti Pratama,Bayu Pratama,DIST-02,Medan Labuhan,Posyandu Melati 3,53,M,98.9,16.89,-1.05,-3.05,POTENTIAL_RISK,False,Sumur Terlindung
CHD-2026-00262,1271399365077636,Zahra Sinaga,Rafi Sinaga,DIST-11,Medan Sunggal,Posyandu Melati 3,46,M,97.4,20.22,0.07,1.57,NORMAL,False,Sumur Terlindung
CHD-2026-00263,1271355714138037,Rian Pratama,Melati Pratama,DIST-14,Medan Timur,Posyandu Melati 4,30,M,86.4,13.07,0.12,-1.3,NORMAL,False,PDAM
CHD-2026-00264,1271334835616340,Aditya Siregar,Zahra Siregar,DIST-03,Medan Marelan,Posyandu Melati 2,18,F,76.5,12.27,-0.36,0.7,NORMAL,False,Sumur Terlindung
CHD-2026-00265,1271865075177431,Galang Pangaribuan,Bayu Pangaribuan,DIST-16,Medan Kota,Posyandu Melati 6,43,M,99.1,15.95,1.34,-1.64,NORMAL,False,PDAM
CHD-2026-00266,1271887188362388,Melati Nasution,Dewi Nasution,DIST-15,Medan Perjuangan,Posyandu Melati 6,49,M,98.7,18.12,-0.18,-1.02,NORMAL,False,PDAM
CHD-2026-00267,1271982482259369,Siti Nasution,Lestari Nasution,DIST-10,Medan Selayang,Posyandu Melati 3,30,F,87.5,14.42,0.49,-0.07,NORMAL,False,Sumur Terlindung
CHD-2026-00268,1271987766043838,Putri Ginting,Zahra Ginting,DIST-14,Medan Timur,Posyandu Melati 8,41,M,83.2,15.97,-3.48,-1.17,SEVERELY_STUNTED,False,PDAM
CHD-2026-00269,1271891562156882,Bayu Sembiring,Rafi Sembiring,DIST-06,Medan Denai,Posyandu Melati 3,6,F,67.1,5.66,-0.7,-2.58,NORMAL,True,Air Sungai / Tak Terlindung
CHD-2026-00270,1271628179569056,Galang Pangaribuan,Tiara Pangaribuan,DIST-18,Medan Polonia,Posyandu Melati 8,32,F,88.2,12.67,0.26,-2.12,NORMAL,False,PDAM
CHD-2026-00271,1271471342835503,Budi Simanjuntak,Nurul Simanjuntak,DIST-19,Medan Baru,Posyandu Melati 3,20,F,75.1,13.16,-1.31,1.05,POTENTIAL_RISK,False,Sumur Terlindung
